station,date,18,21,00,03,06,09,12,15
Aлматы,2000-01-01,100,98,82,89,46,65,75,78
Aлматы,2000-01-02,80,65,85,82,95,93,96,98
Aлматы,2000-01-03,97,97,98,94,95,94,94,88
Aлматы,2000-01-04,90,90,93,93,87,83,90,83
Aлматы,2000-01-05,89,88,89,86,80,81,84,88
Aлматы,2000-01-06,85,53,52,61,27,58,80,77
Aлматы,2000-01-07,54,75,93,97,86,83,91,96
Aлматы,2000-01-08,98,98,95,97,78,94,94,95
Aлматы,2000-01-09,93,91,92,88,89,86,91,82
Aлматы,2000-01-10,86,85,88,88,76,56,72,87
Aлматы,2000-01-11,94,87,90,90,57,59,78,86
Aлматы,2000-01-12,88,87,88,90,44,57,80,77
Aлматы,2000-01-13,73,78,85,86,68,73,85,88
Aлматы,2000-01-14,87,90,90,84,56,55,68,82
Aлматы,2000-01-15,70,77,78,75,52,51,74,83
Aлматы,2000-01-16,85,75,76,73,46,53,72,90
Aлматы,2000-01-17,85,89,85,85,46,61,74,82
Aлматы,2000-01-18,77,81,75,75,50,49,59,51
Aлматы,2000-01-19,82,86,96,88,94,97,98,95
Aлматы,2000-01-20,94,97,93,93,80,60,76,94
Aлматы,2000-01-21,92,66,52,51,44,47,63,84
Aлматы,2000-01-22,89,84,80,74,49,46,66,83
Aлматы,2000-01-23,84,66,66,61,38,36,53,79
Aлматы,2000-01-24,86,76,88,83,53,61,82,89
Aлматы,2000-01-25,94,87,91,91,81,85,98,92
Aлматы,2000-01-26,94,93,93,92,91,78,92,94
Aлматы,2000-01-27,96,91,95,95,91,86,92,98
Aлматы,2000-01-28,98,96,88,82,40,46,67,80
Aлматы,2000-01-29,67,70,76,76,56,50,65,83
Aлматы,2000-01-30,86,81,76,65,40,48,61,79
Aлматы,2000-01-31,82,94,96,98,87,87,91,92
Aлматы,2000-02-01,92,91,90,92,85,83,80,84
Aлматы,2000-02-02,88,88,92,87,85,73,79,93
Aлматы,2000-02-03,91,90,88,59,51,43,67,69
Aлматы,2000-02-04,82,93,93,93,87,79,91,96
Aлматы,2000-02-05,94,92,94,83,55,54,68,87
Aлматы,2000-02-06,87,81,75,74,27,20,42,55
Aлматы,2000-02-07,54,56,51,55,33,28,57,63
Aлматы,2000-02-08,56,62,65,65,43,40,51,71
Aлматы,2000-02-09,63,66,64,70,43,56,92,94
Aлматы,2000-02-10,96,90,92,93,83,77,88,86
Aлматы,2000-02-11,90,88,72,64,56,45,54,65
Aлматы,2000-02-12,63,69,71,64,45,48,58,86
Aлматы,2000-02-13,74,71,73,73,43,49,64,74
Aлматы,2000-02-14,63,58,63,69,41,51,61,82
Aлматы,2000-02-15,78,67,72,55,39,42,44,62
Aлматы,2000-02-16,81,94,95,88,76,83,84,84
Aлматы,2000-02-17,71,71,77,81,63,74,76,92
Aлматы,2000-02-18,88,94,95,91,63,60,73,62
Aлматы,2000-02-19,51,54,75,90,67,76,86,90
Aлматы,2000-02-20,89,98,96,90,91,68,81,86
Aлматы,2000-02-21,90,93,88,92,65,68,73,81
Aлматы,2000-02-22,87,86,83,87,54,49,51,74
Aлматы,2000-02-23,84,85,80,75,55,50,54,71
Aлматы,2000-02-24,78,79,76,66,38,35,56,77
Aлматы,2000-02-25,77,72,77,67,40,32,34,42
Aлматы,2000-02-26,41,62,55,48,42,44,56,78
Aлматы,2000-02-27,80,79,72,62,39,40,49,89
Aлматы,2000-02-28,94,95,95,93,86,80,88,88
Aлматы,2000-02-29,90,84,61,75,94,92,94,93
Aлматы,2000-03-01,93,93,93,92,74,68,70,88
Aлматы,2000-03-02,91,93,89,77,57,53,66,75
Aлматы,2000-03-03,75,82,87,67,58,53,69,78
Aлматы,2000-03-04,83,86,87,83,66,66,72,80
Aлматы,2000-03-05,85,84,81,59,53,49,51,74
Aлматы,2000-03-06,70,69,69,64,50,51,57,77
Aлматы,2000-03-07,74,70,73,77,52,53,58,79
Aлматы,2000-03-08,69,74,75,49,45,40,51,62
Aлматы,2000-03-09,60,58,55,31,37,29,27,38
Aлматы,2000-03-10,50,42,59,44,50,42,41,60
Aлматы,2000-03-11,59,55,60,42,46,55,53,68
Aлматы,2000-03-12,59,72,72,71,51,56,56,76
Aлматы,2000-03-13,67,57,55,41,40,37,36,48
Aлматы,2000-03-14,48,57,60,45,45,41,39,50
Aлматы,2000-03-15,47,57,55,30,45,44,48,68
Aлматы,2000-03-16,83,88,87,81,88,89,75,87
Aлматы,2000-03-17,96,86,96,81,78,80,79,80
Aлматы,2000-03-18,79,90,85,78,78,66,70,80
Aлматы,2000-03-19,83,86,81,83,73,79,77,96
Aлматы,2000-03-20,89,93,91,66,73,58,64,69
Aлматы,2000-03-21,59,76,82,49,48,46,39,64
Aлматы,2000-03-22,71,83,86,56,45,39,33,58
Aлматы,2000-03-23,64,72,71,41,38,42,30,49
Aлматы,2000-03-24,43,35,39,40,25,21,28,27
Aлматы,2000-03-25,37,47,54,32,25,23,23,33
Aлматы,2000-03-26,35,45,41,41,32,31,33,48
Aлматы,2000-03-27,59,62,89,78,88,78,95,95
Aлматы,2000-03-28,95,93,92,92,81,66,61,66
Aлматы,2000-03-29,71,74,84,73,54,53,55,63
Aлматы,2000-03-30,74,82,80,68,76,65,60,70
Aлматы,2000-03-31,79,69,71,51,44,37,39,58
Aлматы,2000-04-01,57,56,58,46,35,32,35,55
Aлматы,2000-04-02,63,74,64,44,45,32,40,55
Aлматы,2000-04-03,61,60,71,55,42,41,45,65
Aлматы,2000-04-04,75,93,94,88,75,65,69,82
Aлматы,2000-04-05,80,88,88,72,69,57,62,67
