station,date,18,21,00,03,06,09,12,15
Aлматы,2000-01-01,10,145,20,160,215,350,0,145
Aлматы,2000-01-02,145,330,160,250,340,270,200,0
Aлматы,2000-01-03,350,30,120,0,0,20,0,0
Aлматы,2000-01-04,0,0,0,355,0,30,0,0
Aлматы,2000-01-05,0,0,0,0,0,0,0,0
Aлматы,2000-01-06,145,140,135,0,0,80,110,110
Aлматы,2000-01-07,140,120,0,160,90,360,350,0
Aлматы,2000-01-08,0,250,0,335,195,150,200,0
Aлматы,2000-01-09,0,0,0,0,50,20,0,0
Aлматы,2000-01-10,0,0,0,0,0,0,0,0
Aлматы,2000-01-11,0,0,0,0,0,0,0,0
Aлматы,2000-01-12,0,0,0,0,0,350,0,165
Aлматы,2000-01-13,160,175,140,0,355,345,0,0
Aлматы,2000-01-14,0,0,150,150,0,340,20,150
Aлматы,2000-01-15,120,130,0,360,360,340,0,0
Aлматы,2000-01-16,0,160,150,0,360,335,25,10
Aлматы,2000-01-17,0,155,170,0,270,355,330,0
Aлматы,2000-01-18,0,0,130,140,215,180,0,160
Aлматы,2000-01-19,110,180,340,175,355,350,10,10
Aлматы,2000-01-20,180,235,95,165,0,15,100,0
Aлматы,2000-01-21,160,250,150,155,85,330,0,0
Aлматы,2000-01-22,0,160,130,0,280,295,0,40
Aлматы,2000-01-23,0,125,140,160,320,180,180,200
Aлматы,2000-01-24,130,150,160,0,10,265,0,0
Aлматы,2000-01-25,0,330,170,0,260,325,325,325
Aлматы,2000-01-26,335,255,345,360,355,260,90,10
Aлматы,2000-01-27,0,10,350,135,85,130,0,0
Aлматы,2000-01-28,210,0,130,0,355,315,0,30
Aлматы,2000-01-29,165,0,220,130,330,0,0,150
Aлматы,2000-01-30,0,130,230,130,10,350,180,190
Aлматы,2000-01-31,250,0,0,0,0,0,0,345
Aлматы,2000-02-01,360,30,60,345,0,355,360,0
Aлматы,2000-02-02,0,0,0,125,175,0,340,0
Aлматы,2000-02-03,0,0,0,145,10,335,245,300
Aлматы,2000-02-04,340,5,70,290,340,110,130,140
Aлматы,2000-02-05,0,0,0,160,0,350,0,0
Aлматы,2000-02-06,140,140,140,130,310,250,165,145
Aлматы,2000-02-07,150,145,140,0,350,10,0,160
Aлматы,2000-02-08,120,0,220,0,240,320,0,120
Aлматы,2000-02-09,130,0,150,0,180,240,195,165
Aлматы,2000-02-10,245,220,320,0,340,20,100,160
Aлматы,2000-02-11,0,0,160,140,10,10,0,140
