station,date,18,21,00,03,06,09,12,15
Актобе,2000-01-01,260,240,240,250,250,250,260,290
Актобе,2000-01-02,300,0,0,0,70,150,80,90
Актобе,2000-01-03,90,110,100,110,130,110,120,120
Актобе,2000-01-04,120,120,100,90,110,110,100,110
Актобе,2000-01-05,160,170,170,0,0,30,0,0
Актобе,2000-01-06,0,0,0,0,0,0,0,0
Актобе,2000-01-07,0,0,0,0,0,0,0,250
Актобе,2000-01-08,280,310,310,330,300,270,240,210
Актобе,2000-01-09,210,240,250,240,220,220,0,0
Актобе,2000-01-10,0,240,190,210,230,230,240,240
Актобе,2000-01-11,230,230,240,240,220,230,240,270
Актобе,2000-01-12,270,270,300,300,330,320,0,0
Актобе,2000-01-13,290,280,260,260,270,270,290,260
Актобе,2000-01-14,270,250,260,250,270,260,280,270
Актобе,2000-01-15,280,250,280,260,270,260,240,0
Актобе,2000-01-16,0,0,0,0,200,200,220,200
Актобе,2000-01-17,180,180,200,200,210,190,180,0
Актобе,2000-01-18,0,0,0,0,0,170,150,180
Актобе,2000-01-19,170,150,150,150,150,150,150,140
Актобе,2000-01-20,170,160,150,160,150,260,270,240
Актобе,2000-01-21,240,0,0,150,150,150,0,290
Актобе,2000-01-22,330,290,310,0,310,260,0,0
Актобе,2000-01-23,0,0,0,0,0,0,0,0
Актобе,2000-01-24,0,270,280,280,300,230,230,220
Актобе,2000-01-25,0,0,150,160,170,0,100,160
Актобе,2000-01-26,150,140,150,140,160,150,150,150
Актобе,2000-01-27,150,170,180,170,210,240,0,310
Актобе,2000-01-28,330,330,330,310,300,280,260,0
Актобе,2000-01-29,0,0,0,170,0,180,150,150
Актобе,2000-01-30,160,140,220,220,240,220,230,240
Актобе,2000-01-31,240,250,240,0,0,170,160,160
Актобе,2000-02-01,170,180,170,160,170,170,160,150
Актобе,2000-02-02,160,160,160,170,170,170,180,240
Актобе,2000-02-03,300,320,300,270,230,210,190,210
Актобе,2000-02-04,210,210,210,200,220,230,230,230
Актобе,2000-02-05,230,220,200,210,240,290,300,300
Актобе,2000-02-06,290,310,300,350,310,310,0,170
Актобе,2000-02-07,0,0,170,170,170,170,160,0
Актобе,2000-02-08,160,170,170,150,200,0,0,0
Актобе,2000-02-09,0,0,0,0,0,0,190,140
Актобе,2000-02-10,0,160,180,210,190,210,210,220
Актобе,2000-02-11,220,210,220,210,220,230,220,220
Актобе,2000-02-12,210,240,250,230,260,270,260,270
Актобе,2000-02-13,230,230,260,230,240,240,240,200
Актобе,2000-02-14,210,230,210,240,250,280,280,290
